acc,f1_macro,precision_macro,recall_macro,auc,log_loss,brier,f1_c0,recall_c0,f1_c1,recall_c1,f1_c2,recall_c2,recall_ictal,cm,model,repeat,fold,params,sec,blend_w
0.93,0.9256853066062507,0.9211886304909561,0.9416666666666668,0.999375,0.17967449305913624,0.09171400888101237,0.963855421686747,1.0,0.9041095890410958,0.825,0.9090909090909091,1.0,1.0,"[[40, 0, 0], [3, 33, 4], [0, 0, 20]]",raw1d,1,1,27075,19.173198699980276,
0.95,0.9543012886666138,0.9629629629629629,0.9499999999999998,0.9927083333333333,0.19184129328882238,0.10269849944302173,0.9411764705882353,1.0,0.9473684210526315,0.9,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [4, 36, 0], [1, 0, 19]]",spec2d,1,1,32227,8.654722400009632,
0.93,0.9222580734122059,0.9458689458689458,0.9083333333333333,0.9963194444444445,0.1864854375266932,0.09714844227605253,0.9411764705882353,1.0,0.9367088607594937,0.925,0.8888888888888888,0.8,0.8,"[[40, 0, 0], [3, 37, 0], [2, 2, 16]]",raw1d_wide,1,1,99795,59.72239239999908,
0.94,0.9459749552772809,0.9565217391304347,0.9416666666666668,0.9927777777777779,0.19709179607913752,0.1045482213972373,0.9302325581395349,1.0,0.9333333333333333,0.875,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [5, 35, 0], [1, 0, 19]]",spec2d_wide,1,1,97775,10.126146399998106,
0.97,0.9659927257167308,0.9757936507936508,0.9583333333333334,0.9995833333333333,0.07209145142857963,0.044484741330045666,0.975609756097561,1.0,0.975,0.975,0.9473684210526315,0.9,0.9,"[[40, 0, 0], [1, 39, 0], [1, 1, 18]]",late,1,1,98571,32.07200130002457,
0.96,0.9521531100478469,0.9444444444444445,0.9666666666666667,0.9991666666666666,0.10944892618777523,0.059706608918685,1.0,1.0,0.9473684210526315,0.9,0.9090909090909091,1.0,1.0,"[[40, 0, 0], [0, 36, 4], [0, 0, 20]]",gated,1,1,98698,27.16203829998267,
0.99,0.9873377651155429,0.991869918699187,0.9833333333333334,0.9986805555555556,0.05056400545993048,0.023366488161310886,1.0,1.0,0.9876543209876543,1.0,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [0, 40, 0], [0, 1, 19]]",attention,1,1,98544,47.079778399987845,
0.91,0.9063441431862485,0.9351851851851851,0.8916666666666666,0.994236111111111,0.3191257191149866,0.16584032714958608,0.9090909090909091,1.0,0.9210526315789473,0.875,0.8888888888888888,0.8,0.8,"[[40, 0, 0], [5, 35, 0], [3, 1, 16]]",early,1,1,97507,37.47645250000642,
0.93,0.928974885933279,0.9312169312169312,0.9333333333333332,0.9995833333333334,0.14835677451254403,0.07823278301887564,0.9411764705882353,1.0,0.918918918918919,0.85,0.926829268292683,0.95,0.95,"[[40, 0, 0], [4, 34, 2], [1, 0, 19]]",score,1,1,59302,0.053759400005219504,0.45
0.56,0.610132253917338,0.597420084284099,0.6333333333333333,0.7213194444444445,0.7434287292742343,0.45695417258965604,0.5287356321839081,0.575,0.37142857142857144,0.325,0.9302325581395349,1.0,1.0,"[[23, 17, 0], [24, 13, 3], [0, 0, 20]]",logvar,1,1,3,0.03356100001838058,
