model_a,model_b,n,mean_a,mean_b,mean_diff,p_naive_wilcoxon,p_corrected,p_corrected_conservative,p_sign,delta_min_naive,delta_min_corrected,bayes_p_b_better_r01,bayes_p_equiv_r01,bayes_p_a_better_r01,bayes_p_b_better_r02,bayes_p_equiv_r02,bayes_p_a_better_r02,p_naive_wilcoxon_holm,p_corrected_holm,p_corrected_conservative_holm,p_sign_holm,sig_naive,sig_corrected
gated,score,25,0.9871302973727826,0.9814072839989513,0.005723013373831303,0.18663979038349232,0.6365360827108102,0.6680746233076303,0.1795654296875,0.013320662279797984,0.02618030912651917,0.10047746108311535,0.5376725134936466,0.361850025423238,0.02086690539874591,0.8570620765394241,0.12207101806182995,1.0,1.0,1.0,1.0,False,False
gated,shallow,25,0.9871302973727826,0.9643710512662587,0.022759246106523866,0.0014540955391011896,0.10879351604762053,0.14390865887001889,0.00022125244140625,0.03144158838943574,0.04613716815924031,0.012323758799202817,0.16753801591560868,0.8201382252851885,0.0022777560682626066,0.4185582215939857,0.5791640223377517,0.050893343868541635,1.0,1.0,0.00862884521484375,False,False
gated,spec2d,25,0.9871302973727826,0.9785084823523306,0.008621815020452051,0.09330877100400632,0.5244811227570324,0.5634553709631687,0.11846923828124999,0.017103725393817507,0.03146005764041042,0.0878940345915388,0.45279237666126965,0.4593135887471916,0.021179043822129325,0.7776046890904694,0.20121626708740126,1.0,1.0,1.0,1.0,False,False
gated,spec2d_wide,25,0.9871302973727826,0.9842666124072206,0.002863684965562068,0.43205838114189277,0.7709361224167417,0.7916851141538157,0.14599609375,0.009043076410211789,0.019502205634179925,0.09919590225905216,0.6657154413494543,0.23508865639149357,0.013636604286107074,0.9409674441012247,0.04539595161266825,1.0,1.0,1.0,1.0,False,False
late,logvar,25,0.9843549741348742,0.9331005042853343,0.05125446984953975,2.6929243565254072e-05,0.0035538470942521683,0.00729788546968702,2.384185791015625e-07,0.06133094911553575,0.07838622061107084,0.0003725435365252188,0.007454204116635332,0.9921732523468394,7.53494825462971e-05,0.030114250855255542,0.9698103996621982,0.0014003206653932117,0.18835389599536492,0.38678792989341204,1.3113021850585938e-05,True,False
late,raw1d,25,0.9843549741348742,0.9636076596412728,0.020747314493601402,0.0033004505623652454,0.2168860473478321,0.2613521553073427,0.004425048828125,0.03114220925726905,0.048736425221186284,0.036187093389675073,0.22254548617401937,0.7412674204363056,0.010031403594676708,0.47193989094473554,0.5180287054605878,0.11221531912041835,1.0,1.0,0.137176513671875,False,False
late,raw1d_wide,25,0.9843549741348742,0.9729548478665017,0.011400126268372644,0.029520477641612267,0.36433398820301355,0.4099062485792074,0.02660369873046875,0.019233818041771565,0.03249298689239612,0.047710962824042656,0.40755193489217567,0.5447371022837817,0.00884895294992436,0.7450709045229889,0.24608014252708682,0.7084914633986944,1.0,1.0,0.744903564453125,False,False
late,score,25,0.9843549741348742,0.9814072839989513,0.0029476901359229046,0.5377806320290002,0.8311003363477135,0.8465858234483253,1.0,0.011633878607249614,0.026335968367885928,0.17650358694251353,0.5181690307201866,0.30532738233729984,0.05309754737003016,0.8347589944685975,0.11214345816137236,1.0,1.0,1.0,1.0,False,False
late,shallow,25,0.9843549741348742,0.9643710512662587,0.01998392286861547,0.0011593129221361134,0.14124181321100876,0.18034007886680342,0.0008554458618164062,0.02833044537333633,0.042457622495804925,0.015803498961530372,0.21150754721665133,0.7726889538218183,0.0027948537650180796,0.4976883623670194,0.4995167838679625,0.04289457811903619,1.0,1.0,0.030796051025390625,True,False
late,spec2d,25,0.9843549741348742,0.9785084823523306,0.005846491782543653,0.2771284741172818,0.650923350212712,0.6813891454283849,0.454498291015625,0.01395389124320624,0.02767633290901436,0.11312834000539591,0.5130693096617693,0.37380235033283477,0.027027084237191287,0.8338181048485775,0.1391548109142312,1.0,1.0,1.0,1.0,False,False
late,spec2d_wide,25,0.9843549741348742,0.9842666124072206,8.836172765366968e-05,0.9244876094425071,0.9937826164328024,0.9943606645603283,1.0,0.007218868620993242,0.019287839117174792,0.1887966533641492,0.6182676169362846,0.19293572969956618,0.04303246964712379,0.9126201903845195,0.044347339968356755,1.0,1.0,1.0,1.0,False,False
logvar,raw1d,25,0.9331005042853343,0.9636076596412728,-0.030507155355938346,0.00023975734774343667,0.08735385944664104,0.11903244756045352,0.00015652179718017578,0.04138309118658347,0.059791508795859975,0.8787101357673243,0.10810667950905543,0.013183184723620307,0.727458611950252,0.2690546646280071,0.0034867234217409674,0.009590293909737467,1.0,1.0,0.006417393684387207,True,False
logvar,raw1d_wide,25,0.9331005042853343,0.9729548478665017,-0.0398543435811671,0.00011261641753732665,0.036929763110894874,0.05647460094976819,0.00015652179718017578,0.051315676987265704,0.07071492823184572,0.9445375417714987,0.05006440495630883,0.005398053272192434,0.8590288892294264,0.13953087007184503,0.0014402406987285234,0.004729889536567719,1.0,1.0,0.006417393684387207,True,False
logvar,score,25,0.9331005042853343,0.9814072839989513,-0.04830677971361684,2.3405459182155065e-05,0.006516686624965158,0.012438281374557726,2.9802322387695312e-06,0.05860898759302534,0.07604632336760406,0.9867039276896101,0.012570384385407505,0.0007256879249823682,0.9531876060239514,0.046658767498323754,0.0001536264777248848,0.0012404893366542184,0.3388677044981882,0.6467906314770018,0.00014901161193847656,True,False
logvar,shallow,25,0.9331005042853343,0.9643710512662587,-0.031270546980924276,0.0001552626923802557,0.053617871757535365,0.07802312121245086,0.00012111663818359375,0.041060063845695015,0.057629627830430824,0.9099375510304878,0.08349716682944697,0.006565282140065239,0.7642321241421239,0.2343608179856118,0.0014070578722642417,0.006365770387590484,1.0,1.0,0.0050868988037109375,True,False
logvar,spec2d,25,0.9331005042853343,0.9785084823523306,-0.04540797806699609,3.86968605856632e-05,0.014383524636795686,0.024865339671992844,3.5881996154785156e-05,0.05634209775495372,0.07484899633728904,0.9746773510768564,0.023492607456460774,0.0018300414666828466,0.9235960204458781,0.07596905228258971,0.0004349272715322154,0.0018187524475261705,0.7191762318397843,1.0,0.0016864538192749023,True,False
logvar,spec2d_wide,25,0.9331005042853343,0.9842666124072206,-0.05116610812188607,1.6573421187048846e-05,0.0014524381115137751,0.0033077579633079795,1.5497207641601562e-06,0.06020737243470013,0.07551045731656977,0.9960055727555296,0.003870855886141164,0.00012357135832924724,0.980772835114626,0.0192064563488001,2.0708536573915266e-05,0.0008949647441006377,0.07843165802174386,0.17861893001863088,8.213520050048828e-05,True,False
raw1d,raw1d_wide,25,0.9636076596412728,0.9729548478665017,-0.009347188225228757,0.2272550423517946,0.6114610467384717,0.6448116835613933,0.629058837890625,0.020886139174057274,0.04041676450567007,0.48581064107611033,0.3655356471763457,0.14865371174754405,0.28147183213557836,0.6589496146177724,0.05957855324664929,1.0,1.0,1.0,1.0,False,False
raw1d,score,25,0.9636076596412728,0.9814072839989513,-0.017799624357678498,0.010158548323573567,0.3368618985246916,0.3828874119235299,0.0308837890625,0.02934041060248818,0.04887414232378404,0.6642784332843765,0.26624652851717456,0.06947503819844894,0.4522916148820094,0.5235781501280368,0.02413023498995382,0.2742808047364863,1.0,1.0,0.8338623046875,False,False
raw1d,shallow,25,0.9636076596412728,0.9643710512662587,-0.0007633916249859318,0.7942463176534508,0.9561478401742843,0.9602211994852164,1.0,0.009492948671714444,0.024268443319943635,0.2539030377958893,0.5255820953886554,0.2205148668154553,0.0871257922700415,0.8409929596576979,0.07188124807226055,1.0,1.0,1.0,1.0,False,False
raw1d,spec2d,25,0.9636076596412728,0.9785084823523306,-0.014900822711057748,0.03324803774124849,0.44349011450388864,0.4865367240250685,0.26317596435546875,0.027052161735537074,0.047619304348150836,0.6000364445312691,0.29734122415925657,0.10262233130947426,0.3960115790422674,0.5637515947693693,0.04023682618836335,0.7314568303074667,1.0,1.0,1.0,False,False
raw1d,spec2d_wide,25,0.9636076596412728,0.9842666124072206,-0.02065895276594773,0.004313985978653024,0.22985185043655487,0.2748287474401958,0.001312255859375,0.03131308642165672,0.0493460855725634,0.7345040159583678,0.2255291714673148,0.03996681257431742,0.5155116592400715,0.4728842589717724,0.011604081788156124,0.13804755131689678,1.0,1.0,0.04461669921875,False,False
raw1d_wide,score,25,0.9729548478665017,0.9814072839989513,-0.00845243613244974,0.07055144719071708,0.5547369333726238,0.5918832585226909,0.38331031799316406,0.01741748270263964,0.03259156277450401,0.45678561183495914,0.4415546818559101,0.10165970630913075,0.21057810676064553,0.7618917215743248,0.02753017166502963,1.0,1.0,1.0,1.0,False,False
raw1d_wide,shallow,25,0.9729548478665017,0.9643710512662587,0.008583796600242825,0.2667425601388196,0.5949196137987728,0.6294227812368269,1.0,0.018704761508995603,0.035835328620672194,0.1273946506062751,0.40766007809807403,0.4649452712956509,0.04266852709928694,0.7171000786662084,0.24023139423450468,1.0,1.0,1.0,1.0,False,False
raw1d_wide,spec2d,25,0.9729548478665017,0.9785084823523306,-0.005553634485828991,0.17761850182949168,0.7007728640877218,0.7273551506465936,0.8318119049072266,0.014627261174227892,0.02998512204355007,0.3791043676095211,0.47745153648300054,0.14344409590747828,0.16089911117804173,0.7960166465672898,0.04308424225466847,1.0,1.0,1.0,1.0,False,False
raw1d_wide,spec2d_wide,25,0.9729548478665017,0.9842666124072206,-0.011311764540718973,0.010441094492491036,0.306938377820539,0.3531603834990837,0.076812744140625,0.018197137970880524,0.02985119988076146,0.5476719991126722,0.42188735511922487,0.030440645768102983,0.21527391719883313,0.7806983860646937,0.004027696736473233,0.2742808047364863,1.0,1.0,1.0,False,False
score,shallow,25,0.9814072839989513,0.9643710512662587,0.017036232732692565,0.009282777792245343,0.28967997020028685,0.33585851297594554,0.06391465663909912,0.02703388368735364,0.043955731770220316,0.049309053181704886,0.2800643671444567,0.6706265796738384,0.013552146187688503,0.5603602417732583,0.42608761203905315,0.2599177781828696,1.0,1.0,1.0,False,False
score,spec2d,25,0.9814072839989513,0.9785084823523306,0.0028988016466207477,0.10880943004054568,0.5338653609637488,0.5722886547407291,0.25,0.005816843812067341,0.010755870634169523,0.004864967655751041,0.9275749426124749,0.06756008973177409,2.152248581473508e-05,0.9994506929198976,0.0005277845942876136,1.0,1.0,1.0,1.0,False,False
score,spec2d_wide,25,0.9814072839989513,0.9842666124072206,-0.0028593284082692348,0.406116478219557,0.7167624072557969,0.7420496985662945,0.5078125,0.007808496128036432,0.01618537032281745,0.18419340221370642,0.7599200437334492,0.05588655405284439,0.01881345386236305,0.9775659186955683,0.003620627442068733,1.0,1.0,1.0,1.0,False,False
shallow,spec2d,25,0.9643710512662587,0.9785084823523306,-0.014137431086071817,0.02980680090834954,0.4019484335175366,0.4465277409264692,0.15158963203430176,0.024665234244866066,0.04248440861966094,0.5975335088084446,0.3234027536725675,0.07906373751898793,0.3632759162603103,0.6115425081929596,0.025181575546730065,0.7084914633986944,1.0,1.0,1.0,False,False
shallow,spec2d_wide,25,0.9643710512662587,0.9842666124072206,-0.0198955611409618,0.0036611367323217897,0.19333855652599338,0.23660510525082198,0.03468966484069824,0.02934164494718737,0.045329920180226344,0.7440058816226047,0.22814876044892762,0.027845357928467658,0.4972263915706932,0.4962814934307772,0.006492114998529661,0.12081751216661907,1.0,1.0,0.9019312858581543,False,False
spec2d,spec2d_wide,25,0.9785084823523306,0.9842666124072206,-0.0057581300548899825,0.12579808641057805,0.5172654195715868,0.5566530858335472,0.14599609375,0.01132476423039519,0.020746751282951403,0.31632012881619953,0.6413533823634145,0.04232648882038587,0.058543248327410445,0.9378815199948081,0.0035752316777815166,1.0,1.0,1.0,1.0,False,False
