acc,f1_macro,precision_macro,recall_macro,auc,f1_c0,recall_c0,f1_c1,recall_c1,f1_c2,recall_c2,recall_ictal,cm,model,repeat,fold,axis,variant,params,sec
0.97,0.9708577901348986,0.9767441860465116,0.9666666666666667,0.9925,0.963855421686747,1.0,0.9743589743589743,0.95,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [2, 38, 0], [1, 0, 19]]",raw1d_wide,1,2,stft,fine,99795.0,233.401575099997
0.98,0.9833229101521784,0.9841269841269842,0.9833333333333334,0.9972222222222222,0.975609756097561,1.0,0.9743589743589743,0.95,1.0,1.0,1.0,"[[40, 0, 0], [2, 38, 0], [0, 0, 20]]",spec2d_wide,1,2,stft,fine,97775.0,88.45360579999397
0.97,0.9707739791073124,0.9754065040650407,0.9666666666666667,0.9981944444444445,0.975,0.975,0.9629629629629629,0.975,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [1, 39, 0], [0, 1, 19]]",late,1,2,stft,fine,98571.0,136.49396839999827
0.98,0.9833229101521784,0.9841269841269842,0.9833333333333334,0.9965277777777777,0.975609756097561,1.0,0.9743589743589743,0.95,1.0,1.0,1.0,"[[40, 0, 0], [2, 38, 0], [0, 0, 20]]",gated,1,2,stft,fine,98698.0,125.79070460000366
0.98,0.9833229101521784,0.9841269841269842,0.9833333333333334,0.9983333333333334,0.975609756097561,1.0,0.9743589743589743,0.95,1.0,1.0,1.0,"[[40, 0, 0], [2, 38, 0], [0, 0, 20]]",attention,1,2,stft,fine,98544.0,120.70584340000642
0.97,0.9749647942419027,0.9767441860465116,0.975,0.9984722222222221,0.963855421686747,1.0,0.961038961038961,0.925,1.0,1.0,1.0,"[[40, 0, 0], [3, 37, 0], [0, 0, 20]]",score,1,2,stft,fine,,0.0
0.51,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.7799999999999999,0.4,0.4,0.4,0.4,0.95,0.95,0.95,"[[16, 24, 0], [23, 16, 1], [1, 0, 19]]",logvar,1,2,stft,fine,3.0,0.0
0.94,0.9416666666666668,0.9416666666666668,0.9416666666666668,0.9963194444444444,0.95,0.95,0.925,0.925,0.95,0.95,0.95,"[[38, 2, 0], [2, 37, 1], [0, 1, 19]]",shallow,1,2,stft,fine,21.0,0.0
0.93,0.928066402749947,0.945027195027195,0.9166666666666666,0.9922916666666667,0.9285714285714286,0.975,0.9367088607594937,0.925,0.918918918918919,0.85,0.85,"[[39, 1, 0], [3, 37, 0], [2, 1, 17]]",raw1d,1,3,stft,fine,27075.0,49.89737989999412
0.98,0.9833229101521784,0.9841269841269842,0.9833333333333334,0.9997222222222222,0.9743589743589743,0.95,0.975609756097561,1.0,1.0,1.0,1.0,"[[38, 2, 0], [0, 40, 0], [0, 0, 20]]",spec2d,1,3,stft,fine,32227.0,38.78142289999232
0.95,0.9495293110825845,0.9595238095238096,0.9416666666666665,0.9981249999999999,0.9512195121951219,0.975,0.95,0.95,0.9473684210526315,0.9,0.9,"[[39, 1, 0], [2, 38, 0], [1, 1, 18]]",raw1d_wide,1,3,stft,fine,99795.0,175.5778747000004
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[40, 0, 0], [0, 40, 0], [0, 0, 20]]",spec2d_wide,1,3,stft,fine,97775.0,124.98897180000495
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,1.0,0.9876543209876543,1.0,0.9873417721518988,0.975,1.0,1.0,1.0,"[[40, 0, 0], [1, 39, 0], [0, 0, 20]]",late,1,3,stft,fine,98571.0,110.87104800000088
0.98,0.9791035008694781,0.9841269841269842,0.975,0.9996527777777778,0.975609756097561,1.0,0.9873417721518988,0.975,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [1, 39, 0], [1, 0, 19]]",gated,1,3,stft,fine,98698.0,71.08919739999692
0.98,0.9790044317822096,0.9835365853658536,0.975,0.9991666666666666,0.9876543209876543,1.0,0.975,0.975,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [1, 39, 0], [0, 1, 19]]",attention,1,3,stft,fine,98544.0,117.38342109999212
0.98,0.9833229101521784,0.9841269841269842,0.9833333333333334,0.9997222222222222,0.9743589743589743,0.95,0.975609756097561,1.0,1.0,1.0,1.0,"[[38, 2, 0], [0, 40, 0], [0, 0, 20]]",score,1,3,stft,fine,,0.0
0.54,0.5833235409322365,0.5618024132730015,0.6166666666666667,0.7404861111111112,0.475,0.475,0.40540540540540543,0.375,0.8695652173913043,1.0,1.0,"[[19, 19, 2], [21, 15, 4], [0, 0, 20]]",logvar,1,3,stft,fine,3.0,0.0
0.97,0.9672493469961824,0.9611499611499612,0.975,0.9968749999999998,0.9873417721518988,0.975,0.9620253164556962,0.95,0.9523809523809523,1.0,1.0,"[[39, 1, 0], [0, 38, 2], [0, 0, 20]]",shallow,1,3,stft,fine,21.0,0.0
0.96,0.9580361159308527,0.9696969696969697,0.9500000000000001,0.993125,0.9743589743589743,0.95,0.9523809523809523,1.0,0.9473684210526315,0.9,0.9,"[[38, 2, 0], [0, 40, 0], [0, 2, 18]]",raw1d,1,4,stft,fine,27075.0,47.62199730001157
0.98,0.9791035008694781,0.9841269841269842,0.975,0.9968055555555555,0.9873417721518988,0.975,0.975609756097561,1.0,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [0, 40, 0], [0, 1, 19]]",spec2d,1,4,stft,fine,32227.0,30.670292299997527
0.97,0.9659952350010829,0.975609756097561,0.9583333333333334,0.9951388888888889,0.9876543209876543,1.0,0.9629629629629629,0.975,0.9473684210526315,0.9,0.9,"[[40, 0, 0], [1, 39, 0], [0, 2, 18]]",raw1d_wide,1,4,stft,fine,99795.0,255.43537300000025
0.98,0.9791035008694781,0.9841269841269842,0.975,0.9950694444444445,0.9873417721518988,0.975,0.975609756097561,1.0,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [0, 40, 0], [0, 1, 19]]",spec2d_wide,1,4,stft,fine,97775.0,74.77646400000958
0.98,0.9791035008694781,0.9841269841269842,0.975,0.9933333333333333,0.9873417721518988,0.975,0.975609756097561,1.0,0.9743589743589743,0.95,0.95,"[[39, 1, 0], [0, 40, 0], [0, 1, 19]]",late,1,4,stft,fine,98571.0,69.38324890000513
