acc,f1_macro,precision_macro,recall_macro,auc,log_loss,brier,f1_c0,recall_c0,f1_c1,recall_c1,recall_ictal,cm,sensitivity,specificity,false_alarms,fa_per_hour_subsampled,model,fold,test_subjects,n_test,n_test_ictal,params,sec,best_epoch,epochs_run,val_f1,blend_w
0.9555555555555556,0.928546224417784,0.941818181818182,0.9166666666666669,0.9670781893004116,0.2039154911218669,0.1003922885342832,0.9724770642201837,0.9814814814814816,0.8846153846153846,0.8518518518518519,0.8518518518518519,"[[106, 2], [4, 23]]",0.8518518518518519,0.9814814814814816,2,0.0668275478002598,logvar,18,chb19,135,27,18,0.13,-1,0,,
0.8814814814814815,0.8036363636363637,0.8249223602484472,0.787037037037037,0.9458161865569272,0.2607742230662546,0.1612403259602264,0.9272727272727272,0.9444444444444444,0.68,0.6296296296296297,0.6296296296296297,"[[102, 6], [10, 17]]",0.6296296296296297,0.9444444444444444,6,0.2004826434007796,shallow,18,chb19,135,27,126,0.73,-1,0,,
0.8277777777777777,0.748637326005676,0.7352741470039043,0.7673611111111112,0.7411265432098766,0.5005684141987435,0.3118208192885718,0.8896797153024911,0.8680555555555556,0.6075949367088608,0.6666666666666666,0.6666666666666666,"[[125, 19], [12, 24]]",0.6666666666666666,0.8680555555555556,19,0.6886137118695259,logvar,19,chb20,180,36,18,0.1,-1,0,,
0.4722222222222222,0.4299809993666456,0.4888544891640867,0.4826388888888889,0.4988425925925926,1.032150524260205,0.6818189458376078,0.5851528384279476,0.4652777777777778,0.2748091603053435,0.5,0.5,"[[67, 77], [18, 18]]",0.5,0.4652777777777778,77,2.7906976744186047,shallow,19,chb20,180,36,126,0.59,-1,0,,
0.7833333333333333,0.6972049689440993,0.6832386363636364,0.7239583333333333,0.787326388888889,0.5347358925023703,0.3519067725032304,0.8586956521739131,0.8229166666666666,0.5357142857142857,0.625,0.625,"[[79, 17], [9, 15]]",0.625,0.8229166666666666,17,0.5178541208326283,logvar,20,chb21,120,24,18,0.1,-1,0,,
0.8916666666666667,0.8009950248756219,0.8809523809523809,0.7604166666666666,0.9123263888888888,0.3045637594769243,0.1890528254361831,0.9353233830845772,0.9791666666666666,0.6666666666666666,0.5416666666666666,0.5416666666666666,"[[94, 2], [11, 13]]",0.5416666666666666,0.9791666666666666,2,0.0609240142156033,shallow,20,chb21,120,24,126,0.59,-1,0,,
0.7833333333333333,0.7378151260504202,0.7256169212690953,0.8333333333333333,0.9227430555555556,0.4917921067247501,0.3225786156842175,0.8470588235294118,0.75,0.6285714285714286,0.9166666666666666,0.9166666666666666,"[[72, 24], [2, 22]]",0.9166666666666666,0.75,24,0.7741241824209301,logvar,21,chb22,120,24,18,0.1,-1,0,,
0.9583333333333334,0.9316239316239316,0.955988455988456,0.9114583333333334,0.9930555555555556,0.1144396776612342,0.0618572815878824,0.9743589743589745,0.9895833333333334,0.8888888888888888,0.8333333333333334,0.8333333333333334,"[[95, 1], [4, 20]]",0.8333333333333334,0.9895833333333334,1,0.0322551742675387,shallow,21,chb22,120,24,126,0.58,-1,0,,
0.8734693877551021,0.8369086731516675,0.80625,0.9209183673469388,0.9587671803415244,0.4316909422446061,0.256128998750102,0.9141274238227148,0.8418367346938775,0.7596899224806202,1.0,1.0,"[[165, 31], [0, 49]]",1.0,0.8418367346938775,31,1.167608286252354,logvar,22,chb23,245,49,18,0.12,-1,0,,
0.7877551020408163,0.7463364128703409,0.7355112844803566,0.8520408163265306,0.9394002498958768,0.5036537652345012,0.3082278164793841,0.8488372093023255,0.7448979591836735,0.6438356164383562,0.9591836734693876,0.9591836734693876,"[[146, 50], [2, 47]]",0.9591836734693876,0.7448979591836735,50,1.8832391713747645,shallow,22,chb23,245,49,126,0.49,-1,0,,
0.6092307692307692,0.576775185849782,0.6233396584440227,0.6923076923076923,0.8256213017751479,0.6949317760629654,0.48676602058151,0.6939759036144578,0.5538461538461539,0.4595744680851064,0.8307692307692308,0.8307692307692308,"[[144, 116], [11, 54]]",0.8307692307692308,0.5538461538461539,116,5.447430211322724,logvar,23,chb24,325,65,18,0.13,-1,0,,
0.7723076923076924,0.7052696078431373,0.689935064935065,0.7596153846153846,0.8623076923076923,0.4985313344556392,0.3311163107940559,0.8458333333333333,0.7807692307692308,0.5647058823529412,0.7384615384615385,0.7384615384615385,"[[203, 57], [17, 48]]",0.7384615384615385,0.7807692307692308,57,2.6767545003913384,shallow,23,chb24,325,65,126,0.69,-1,0,,
0.916,0.8421479900177395,0.9524886877828054,0.79,0.976,0.23438116907302695,0.1316086441753414,0.9501187648456056,1.0,0.7341772151898734,0.58,0.58,"[[200, 0], [21, 29]]",0.58,1.0,0,0.0,score,0,chb01,250,50,63396,0.0,-1,0,,0.65
0.96,0.9322493224932249,0.9761904761904762,0.9,0.9575,0.22191737566626338,0.12179934314796767,0.975609756097561,1.0,0.8888888888888888,0.8,0.8,"[[80, 0], [4, 16]]",0.8,1.0,0,0.0,score,1,chb02,100,20,63396,0.0,-1,0,,0.4
0.8755555555555555,0.7449805699481865,0.9081502299437915,0.6972222222222222,0.9182716049382716,0.3030440248662579,0.1792370215363065,0.927461139896373,0.9944444444444445,0.5625,0.4,0.4,"[[179, 1], [27, 18]]",0.4,0.9944444444444445,1,0.02631578947368421,score,2,chb03,225,45,63396,0.0,-1,0,,0.6000000000000001
0.8857142857142857,0.8031557569129824,0.842872191011236,0.7767857142857143,0.937358276643991,0.26771524170519023,0.16068258775769703,0.930635838150289,0.9583333333333334,0.6756756756756757,0.5952380952380952,0.5952380952380952,"[[161, 7], [17, 25]]",0.5952380952380952,0.9583333333333334,7,0.044859014525776134,score,3,chb04,210,42,63396,0.0,-1,0,,0.375
0.4612903225806452,0.4496943927717246,0.5599419916210119,0.5846774193548387,0.6819068678459937,0.9046214751939015,0.66156501682941,0.5295774647887324,0.3790322580645161,0.36981132075471695,0.7903225806451613,0.7903225806451613,"[[94, 154], [13, 49]]",0.7903225806451613,0.3790322580645161,154,3.9484367210312654,score,4,chb05,310,62,63396,0.0,-1,0,,0.8500000000000001
0.7916666666666666,0.5097238110802419,0.6043478260869566,0.5260416666666666,0.890625,0.4274454611359635,0.2677507249880416,0.8815165876777251,0.96875,0.13793103448275862,0.08333333333333333,0.08333333333333333,"[[93, 3], [22, 2]]",0.08333333333333333,0.96875,3,0.0449569162885568,score,5,chb06,120,24,63396,0.0,-1,0,,0.625
0.8777777777777778,0.8090277777777778,0.8090277777777778,0.8090277777777778,0.8811728395061729,0.3557502998288645,0.20882817334014356,0.9236111111111112,0.9236111111111112,0.6944444444444444,0.6944444444444444,0.6944444444444444,"[[133, 11], [11, 25]]",0.6944444444444444,0.9236111111111112,11,0.16405667412378822,score,6,chb07,180,36,63396,0.0,-1,0,,0.4
0.8082474226804124,0.49491047132730875,0.8206332637439109,0.5244845360824743,0.7788553512594324,0.5860021317522907,0.32556407551997996,0.8927335640138409,0.9974226804123711,0.0970873786407767,0.05154639175257732,0.05154639175257732,"[[387, 1], [92, 5]]",0.05154639175257732,0.9974226804123711,1,0.049986114968064425,score,7,chb08,485,97,63396,0.0,-1,0,,0.775
0.896774193548387,0.8346666666666667,0.8435960591133005,0.8266129032258065,0.8811134235171696,0.322873396929169,0.18408005279300743,0.936,0.9435483870967742,0.7333333333333333,0.7096774193548387,0.7096774193548387,"[[117, 7], [9, 22]]",0.7096774193548387,0.9435483870967742,7,0.10315186246418338,score,8,chb09,155,31,63396,0.0,-1,0,,0.45
0.6163265306122448,0.5718057414844564,0.6030649038461539,0.6607142857142858,0.8157017909204498,0.651478359663623,0.4693970941589086,0.7098765432098766,0.5867346938775511,0.43373493975903615,0.7346938775510204,0.7346938775510204,"[[115, 81], [13, 36]]",0.7346938775510204,0.5867346938775511,81,1.6193702449047591,score,9,chb10,245,49,63396,0.0,-1,0,,0.375
0.9036144578313253,0.8281573498964803,0.8925071057532098,0.7906626506024097,0.9127957613586878,0.27157087094322535,0.15355627075902925,0.9420289855072463,0.9789156626506024,0.7142857142857143,0.6024096385542169,0.6024096385542169,"[[325, 7], [33, 50]]",0.6024096385542169,0.9789156626506024,7,0.20121366975407218,score,10,chb11,415,83,63396,0.0,-1,0,,0.925
0.8048780487804879,0.497494280422704,0.722155328115593,0.524390243902439,0.7133650604798731,0.5135549159031483,0.3072887000445117,0.8905109489051095,0.991869918699187,0.1044776119402985,0.056910569105691054,0.056910569105691054,"[[488, 4], [116, 7]]",0.056910569105691054,0.991869918699187,4,0.19339242546333602,score,11,chb12,615,123,63396,0.0,-1,0,,0.775
0.8149253731343283,0.5290676582622891,0.8355836236933798,0.542910447761194,0.8185564713744709,0.6277092211422727,0.29844115601654553,0.8959731543624161,0.996268656716418,0.16216216216216217,0.08955223880597014,0.08955223880597014,"[[267, 1], [61, 6]]",0.08955223880597014,0.996268656716418,1,0.030303030303030304,score,12,chb13,335,67,63396,0.0,-1,0,,0.7000000000000001
0.8,0.4444444444444444,0.4,0.5,0.38498263888888895,1.5440518369160574,0.4020299525549971,0.8888888888888888,1.0,0.0,0.0,0.0,"[[96, 0], [24, 0]]",0.0,1.0,0,0.0,score,13,chb14,120,24,63396,0.0,-1,0,,0.6000000000000001
0.8962616822429906,0.8334807802582822,0.8432316577145198,0.8247663551401869,0.916630273386322,0.2948800777148749,0.1730489637707952,0.9357266936884772,0.9439252336448598,0.7312348668280871,0.705607476635514,0.705607476635514,"[[808, 48], [63, 151]]",0.705607476635514,0.9439252336448598,48,1.199833356478267,score,14,chb15,1070,214,63396,0.0,-1,0,,0.675
0.8428571428571429,0.6650717703349283,0.823076923076923,0.6339285714285714,0.6556122448979592,0.5309842917118084,0.2959192989450198,0.9090909090909091,0.9821428571428571,0.42105263157894735,0.2857142857142857,0.2857142857142857,"[[55, 1], [10, 4]]",0.2857142857142857,0.9821428571428571,1,0.05263157894736842,score,15,chb16,70,14,63396,0.0,-1,0,,0.42500000000000004
0.7375,0.6660703637447823,0.656533892382949,0.71875,0.744384765625,0.6450347828269127,0.37010414366379973,0.8205128205128205,0.75,0.5116279069767442,0.6875,0.6875,"[[96, 32], [10, 22]]",0.6875,0.75,32,1.5234065062152868,score,16,chb17,160,32,63396,0.0,-1,0,,0.525
0.8263157894736842,0.5993866206632164,0.8032535297728668,0.5855263157894737,0.8767313019390581,0.5173433920297517,0.2193093793618094,0.9009009009009009,0.9868421052631579,0.2978723404255319,0.18421052631578946,0.18421052631578946,"[[150, 2], [31, 7]]",0.18421052631578946,0.9868421052631579,2,0.05612722170252572,score,17,chb18,190,38,63396,0.0,-1,0,,0.45
0.8074074074074075,0.4819952774498229,0.9029850746268657,0.5185185185185185,0.9125514403292181,0.487998758916139,0.2578357928171552,0.8925619834710744,1.0,0.07142857142857142,0.037037037037037035,0.037037037037037035,"[[108, 0], [26, 1]]",0.037037037037037035,1.0,0,0.0,score,18,chb19,135,27,63396,0.0,-1,0,,0.5
0.8666666666666667,0.738562091503268,0.8518518518518519,0.6979166666666666,0.8125,0.4931381203995011,0.24337122939724343,0.9215686274509803,0.9791666666666666,0.5555555555555556,0.4166666666666667,0.4166666666666667,"[[141, 3], [21, 15]]",0.4166666666666667,0.9791666666666666,3,0.10872848082150409,score,19,chb20,180,36,63396,0.0,-1,0,,0.5750000000000001
0.825,0.5618153364632238,0.9102564102564102,0.5625,0.8480902777777778,0.9857517355034583,0.3343832446451763,0.9014084507042254,1.0,0.2222222222222222,0.125,0.125,"[[96, 0], [21, 3]]",0.125,1.0,0,0.0,score,20,chb21,120,24,63396,0.0,-1,0,,0.6000000000000001
0.8583333333333333,0.6851365951535731,0.9247787610619469,0.6458333333333334,0.9839409722222222,0.3381750902827994,0.21008765025057408,0.9186602870813397,1.0,0.45161290322580644,0.2916666666666667,0.2916666666666667,"[[96, 0], [17, 7]]",0.2916666666666667,1.0,0,0.0,score,21,chb22,120,24,63396,0.0,-1,0,,0.675
0.9306122448979591,0.8812070391603206,0.9267098906687008,0.8494897959183674,0.9759475218658892,0.2026721952502659,0.11188786485068687,0.9578163771712159,0.9846938775510204,0.8045977011494253,0.7142857142857143,0.7142857142857143,"[[193, 3], [14, 35]]",0.7142857142857143,0.9846938775510204,3,0.11299435028248588,score,22,chb23,245,49,63396,0.0,-1,0,,0.5
0.9076923076923077,0.8334358343583436,0.9073890813128813,0.7923076923076924,0.9007692307692309,0.2970966973044681,0.1448216368937585,0.9446494464944649,0.9846153846153847,0.7222222222222222,0.6,0.6,"[[256, 4], [26, 39]]",0.6,0.9846153846153847,4,0.1878424210800939,score,23,chb24,325,65,63396,0.0,-1,0,,0.775
